"","doi","year","article_name","article_type","corresponding_author","authors","author_affiliations","author","author_affiliation1","author_affiliation2","author_affiliation3","author_affiliation4"
"2161","10.1111/cogs.12030","2013","A Computational and Empirical Investigation of Graphemes in Reading","Regular Articles","FALSE","Conrad Perry1,*, 
Johannes C. Ziegler2 and
Marco Zorzi3","Faculty of Life and Social Sciences, Swinburne University of Technology
Aix-Marseille Université and Centre National de la Recherche Scientifique
Dipartimento di Psicologia Generale and Center for Cognitive Science, Università di Padova","Johannes C. Ziegler","Aix-Marseille Université and Centre National de la Recherche Scientifique",NA,NA,NA
"2162","10.1111/cogs.12030","2013","A Computational and Empirical Investigation of Graphemes in Reading","Regular Articles","FALSE","Conrad Perry1,*, 
Johannes C. Ziegler2 and
Marco Zorzi3","Faculty of Life and Social Sciences, Swinburne University of Technology
Aix-Marseille Université and Centre National de la Recherche Scientifique
Dipartimento di Psicologia Generale and Center for Cognitive Science, Università di Padova","Marco Zorzi","Dipartimento di Psicologia Generale and Center for Cognitive Science, Università di Padova",NA,NA,NA
"2163","10.1111/cogs.12032","2013","Integration and Reuse in Cognitive Skill Acquisition","Regular Articles","TRUE","Dario D. Salvucci*","Department of Computer Science, Drexel University","Dario D. Salvucci","Department of Computer Science, Drexel University",NA,NA,NA
"2164","10.1111/cogs.12033","2013","The Modulation of Visual and Task Characteristics of a Writing System on Hemispheric Lateralization in Visual Word Recognition—A Computational Exploration","Regular Articles","TRUE","Janet H. Hsiao* and
Sze Man Lam","Department of Psychology, University of Hong Kong","Janet H. Hsiao","Department of Psychology, University of Hong Kong",NA,NA,NA
"2165","10.1111/cogs.12033","2013","The Modulation of Visual and Task Characteristics of a Writing System on Hemispheric Lateralization in Visual Word Recognition—A Computational Exploration","Regular Articles","FALSE","Janet H. Hsiao* and
Sze Man Lam","Department of Psychology, University of Hong Kong","Sze Man Lam","Department of Psychology, University of Hong Kong",NA,NA,NA
"2166","10.1111/cogs.12035","2013","Competitive Processes in Cross-Situational Word Learning","Regular Articles","TRUE","Daniel Yurovsky1,*, 
Chen Yu2 and
Linda B. Smith2","Department of Psychology, Stanford University
Department of Psychological and Brain Sciences and Program in Cognitive Science, Indiana University","Daniel Yurovsky","Department of Psychology, Stanford University",NA,NA,NA
"2167","10.1111/cogs.12035","2013","Competitive Processes in Cross-Situational Word Learning","Regular Articles","FALSE","Daniel Yurovsky1,*, 
Chen Yu2 and
Linda B. Smith2","Department of Psychology, Stanford University
Department of Psychological and Brain Sciences and Program in Cognitive Science, Indiana University","Chen Yu","Department of Psychological and Brain Sciences and Program in Cognitive Science, Indiana University",NA,NA,NA
"2168","10.1111/cogs.12035","2013","Competitive Processes in Cross-Situational Word Learning","Regular Articles","FALSE","Daniel Yurovsky1,*, 
Chen Yu2 and
Linda B. Smith2","Department of Psychology, Stanford University
Department of Psychological and Brain Sciences and Program in Cognitive Science, Indiana University","Linda B. Smith","Department of Psychological and Brain Sciences and Program in Cognitive Science, Indiana University",NA,NA,NA
"2169","10.1111/cogs.12036","2013","Enhanced Cardiac Perception Is Associated With Increased Susceptibility to Framing Effects","Brief Reports","TRUE","Stefan Sütterlin1,2,*, 
Stefan M. Schulz3,4, 
Theresa Stumpf3,5, 
Paul Pauli3,4 and
Claus Vögele1","Research Unit INSIDE, University of Luxembourg
Research Group on Health Psychology, University of Leuven
Department of Psychology, University of Würzburg
Comprehensive Heart Failure Center, University of Würzburg
Psychosomatics and Psychotherapeutic Medicine, Nuremberg Hospital","Stefan Sütterlin","Research Unit INSIDE, University of Luxembourg","Research Group on Health Psychology, University of Leuven",NA,NA
"2170","10.1111/cogs.12036","2013","Enhanced Cardiac Perception Is Associated With Increased Susceptibility to Framing Effects","Brief Reports","FALSE","Stefan Sütterlin1,2,*, 
Stefan M. Schulz3,4, 
Theresa Stumpf3,5, 
Paul Pauli3,4 and
Claus Vögele1","Research Unit INSIDE, University of Luxembourg
Research Group on Health Psychology, University of Leuven
Department of Psychology, University of Würzburg
Comprehensive Heart Failure Center, University of Würzburg
Psychosomatics and Psychotherapeutic Medicine, Nuremberg Hospital","Stefan M. Schulz","Department of Psychology, University of Würzburg","Comprehensive Heart Failure Center, University of Würzburg",NA,NA
"2171","10.1111/cogs.12036","2013","Enhanced Cardiac Perception Is Associated With Increased Susceptibility to Framing Effects","Brief Reports","FALSE","Stefan Sütterlin1,2,*, 
Stefan M. Schulz3,4, 
Theresa Stumpf3,5, 
Paul Pauli3,4 and
Claus Vögele1","Research Unit INSIDE, University of Luxembourg
Research Group on Health Psychology, University of Leuven
Department of Psychology, University of Würzburg
Comprehensive Heart Failure Center, University of Würzburg
Psychosomatics and Psychotherapeutic Medicine, Nuremberg Hospital","Theresa Stumpf","Department of Psychology, University of Würzburg","Psychosomatics and Psychotherapeutic Medicine, Nuremberg Hospital",NA,NA
"2172","10.1111/cogs.12036","2013","Enhanced Cardiac Perception Is Associated With Increased Susceptibility to Framing Effects","Brief Reports","FALSE","Stefan Sütterlin1,2,*, 
Stefan M. Schulz3,4, 
Theresa Stumpf3,5, 
Paul Pauli3,4 and
Claus Vögele1","Research Unit INSIDE, University of Luxembourg
Research Group on Health Psychology, University of Leuven
Department of Psychology, University of Würzburg
Comprehensive Heart Failure Center, University of Würzburg
Psychosomatics and Psychotherapeutic Medicine, Nuremberg Hospital","Paul Pauli","Department of Psychology, University of Würzburg","Comprehensive Heart Failure Center, University of Würzburg",NA,NA
"2173","10.1111/cogs.12036","2013","Enhanced Cardiac Perception Is Associated With Increased Susceptibility to Framing Effects","Brief Reports","FALSE","Stefan Sütterlin1,2,*, 
Stefan M. Schulz3,4, 
Theresa Stumpf3,5, 
Paul Pauli3,4 and
Claus Vögele1","Research Unit INSIDE, University of Luxembourg
Research Group on Health Psychology, University of Leuven
Department of Psychology, University of Würzburg
Comprehensive Heart Failure Center, University of Würzburg
Psychosomatics and Psychotherapeutic Medicine, Nuremberg Hospital","Claus Vögele","Research Unit INSIDE, University of Luxembourg",NA,NA,NA
"2174","10.1111/cogs.12044","2013","Dynamic Simulation and Static Matching for Action Prediction: Evidence From Body Part Priming","Brief Reports","TRUE","Anne Springer1,†,*, 
Simone Brandstädter2,† and
Wolfgang Prinz3","Department of Sport and Exercise Psychology, University of Potsdam, Potsdam, Germany
Department of Work and Organizational Psychology, University of Heidelberg, Heidelberg, Germany
Max Planck Institute for Human Cognitive and Brain Sciences Leipzig, Leipzig, Germany","Anne Springer†","Department of Sport and Exercise Psychology, University of Potsdam, Potsdam, Germany",NA,NA,NA
"2175","10.1111/cogs.12044","2013","Dynamic Simulation and Static Matching for Action Prediction: Evidence From Body Part Priming","Brief Reports","FALSE","Anne Springer1,†,*, 
Simone Brandstädter2,† and
Wolfgang Prinz3","Department of Sport and Exercise Psychology, University of Potsdam, Potsdam, Germany
Department of Work and Organizational Psychology, University of Heidelberg, Heidelberg, Germany
Max Planck Institute for Human Cognitive and Brain Sciences Leipzig, Leipzig, Germany","Simone Brandstädter†","Department of Work and Organizational Psychology, University of Heidelberg, Heidelberg, Germany",NA,NA,NA
"2176","10.1111/cogs.12044","2013","Dynamic Simulation and Static Matching for Action Prediction: Evidence From Body Part Priming","Brief Reports","FALSE","Anne Springer1,†,*, 
Simone Brandstädter2,† and
Wolfgang Prinz3","Department of Sport and Exercise Psychology, University of Potsdam, Potsdam, Germany
Department of Work and Organizational Psychology, University of Heidelberg, Heidelberg, Germany
Max Planck Institute for Human Cognitive and Brain Sciences Leipzig, Leipzig, Germany","Wolfgang Prinz","Max Planck Institute for Human Cognitive and Brain Sciences Leipzig, Leipzig, Germany",NA,NA,NA
"2177","10.1111/cogs.12045","2013","The Effects of Cultural Transmission Are Modulated by the Amount of Information Transmitted","Brief Reports","TRUE","Thomas L. Griffiths1,2,*, 
Stephan Lewandowsky2 and
Michael L. Kalish3","Department of Psychology, University of California
School of Psychology, University of Western Australia
Institute of Cognitive Science, University of Louisiana at Lafayette","Thomas L. Griffiths","Department of Psychology, University of California","School of Psychology, University of Western Australia",NA,NA
"2178","10.1111/cogs.12045","2013","The Effects of Cultural Transmission Are Modulated by the Amount of Information Transmitted","Brief Reports","FALSE","Thomas L. Griffiths1,2,*, 
Stephan Lewandowsky2 and
Michael L. Kalish3","Department of Psychology, University of California
School of Psychology, University of Western Australia
Institute of Cognitive Science, University of Louisiana at Lafayette","Stephan Lewandowsky","School of Psychology, University of Western Australia",NA,NA,NA
"2179","10.1111/cogs.12045","2013","The Effects of Cultural Transmission Are Modulated by the Amount of Information Transmitted","Brief Reports","FALSE","Thomas L. Griffiths1,2,*, 
Stephan Lewandowsky2 and
Michael L. Kalish3","Department of Psychology, University of California
School of Psychology, University of Western Australia
Institute of Cognitive Science, University of Louisiana at Lafayette","Michael L. Kalish","Institute of Cognitive Science, University of Louisiana at Lafayette",NA,NA,NA
"2180","10.1111/cogs.12064","2013","Counterfactuals and Causal Models: Introduction to the Special Issue","2011 Rumelhart Prize Special Issue Honoring Judea Pearl","TRUE","Steven A. Sloman*","Cognitive, Linguistics, & Psychological Sciences, Brown University","Steven A. Sloman","Cognitive, Linguistics, & Psychological Sciences, Brown University",NA,NA,NA
"2181","10.1111/cogs.12065","2013","Structural Counterfactuals: A Brief Introduction","2011 Rumelhart Prize Special Issue Honoring Judea Pearl","TRUE","Judea Pearl*","Computer Science Department, University of California, Los Angeles","Judea Pearl","Computer Science Department, University of California, Los Angeles",NA,NA,NA
"2182","10.1111/cogs.12059","2013","Compact Representations of Extended Causal Models","2011 Rumelhart Prize Special Issue Honoring Judea Pearl","TRUE","Joseph Y. Halpern1,†,* and
Christopher Hitchcock2","Computer Science Department, Cornell University
Division of the Humanities and Social Sciences, California Institute of Technology","Joseph Y. Halpern†","Computer Science Department, Cornell University",NA,NA,NA
"2183","10.1111/cogs.12059","2013","Compact Representations of Extended Causal Models","2011 Rumelhart Prize Special Issue Honoring Judea Pearl","FALSE","Joseph Y. Halpern1,†,* and
Christopher Hitchcock2","Computer Science Department, Cornell University
Division of the Humanities and Social Sciences, California Institute of Technology","Christopher Hitchcock","Division of the Humanities and Social Sciences, California Institute of Technology",NA,NA,NA
"2184","10.1111/cogs.12058","2013","Counterfactual Graphical Models for Longitudinal Mediation Analysis With Unobserved Confounding","2011 Rumelhart Prize Special Issue Honoring Judea Pearl","TRUE","Ilya Shpitser*","Mathematical Sciences, University of Southampton","Ilya Shpitser","Mathematical Sciences, University of Southampton",NA,NA,NA
"2185","10.1111/cogs.12054","2013","Causal Responsibility and Counterfactuals","2011 Rumelhart Prize Special Issue Honoring Judea Pearl","TRUE","David A. Lagnado1,*, 
Tobias Gerstenberg1 and
Ro'i Zultan2","Department of Cognitive, Perceptual & Brain Science, University College London
Department of Economics, Ben-Gurion University of the Negev","David A. Lagnado","Department of Cognitive, Perceptual & Brain Science, University College London",NA,NA,NA
